"","Measurement.Time","Value"
"189",2017-11-17,20.16225
"190",2017-11-17,20.11475
"191",2017-11-17,19.9955
"192",2017-11-17,19.853
"193",2017-11-18,19.686
"194",2017-11-18,19.5435
"195",2017-11-18,18.92475
"196",2017-11-18,18.0925
"197",2017-11-18,17.807
"198",2017-11-18,17.308
"199",2017-11-18,17.498
"200",2017-11-18,17.54525
"201",2017-11-18,18.021
"202",2017-11-18,18.188
"203",2017-11-18,19.02025
"204",2017-11-18,19.5435
"205",2017-11-18,19.591
"206",2017-11-18,19.734
"207",2017-11-18,19.805
"208",2017-11-18,19.853
"209",2017-11-18,19.97175
"210",2017-11-18,20.1385
"211",2017-11-18,20.23375
"212",2017-11-18,20.30525
"213",2017-11-18,20.20975
"214",2017-11-18,20.8295
"215",2017-11-18,21.13925
"216",2017-11-18,21.71225
"217",2017-11-18,22.23775
"218",2017-11-18,22.62075
"219",2017-11-18,22.90825
"220",2017-11-18,23.1995
"221",2017-11-18,23.417
"222",2017-11-18,25.7505
"223",2017-11-18,26.785
"224",2017-11-18,26.73975
"225",2017-11-18,25.571
"226",2017-11-18,26.65375
"227",2017-11-18,26.7405
"228",2017-11-18,26.59
"229",2017-11-18,25.9075
"230",2017-11-18,24.188
"231",2017-11-18,22.648
"232",2017-11-18,21.808
"233",2017-11-18,21.1165
"234",2017-11-18,21.18875
"235",2017-11-18,21.522
"236",2017-11-18,21.87975
"237",2017-11-18,21.73625
"238",2017-11-18,21.21075
"239",2017-11-18,21.0915
"240",2017-11-18,20.90075
"241",2017-11-19,20.82925
"242",2017-11-19,20.73375
"243",2017-11-19,20.66225
"244",2017-11-19,20.49575
"245",2017-11-19,20.51925
"246",2017-11-19,20.3765
"247",2017-11-19,20.1625
"248",2017-11-19,19.6865
"249",2017-11-19,18.92525
"250",2017-11-19,19.7815
"251",2017-11-19,19.829
"252",2017-11-19,19.71025
"253",2017-11-19,19.615
"254",2017-11-19,19.85275
"255",2017-11-19,20.067
"256",2017-11-19,20.186
"257",2017-11-19,20.21
"258",2017-11-19,20.54325
"259",2017-11-19,20.87675
"260",2017-11-19,21.4735
"261",2017-11-19,21.78425
"262",2017-11-19,21.80775
"263",2017-11-19,22.07075
"264",2017-11-19,22.33375
"265",2017-11-19,22.5255
"266",2017-11-19,23.1965
"267",2017-11-19,23.7975
