"","Measurement.Time","Value","Loc"
"8854",2017-12-06,15.664,"PC"
"8855",2017-12-06,15.75933333,"PC"
"8856",2017-12-06,15.75933333,"PC"
"8857",2017-12-06,15.728,"PC"
"8858",2017-12-06,15.75966667,"PC"
"8859",2017-12-06,15.79166667,"PC"
"8860",2017-12-06,15.85533333,"PC"
"8861",2017-12-06,16.01433333,"PC"
"8862",2017-12-06,16.427,"PC"
"8863",2017-12-06,16.586,"PC"
"8864",2017-12-06,16.77633333,"PC"
"8865",2017-12-06,16.87166667,"PC"
"8866",2017-12-06,16.93533333,"PC"
"8867",2017-12-06,16.99866667,"PC"
"8868",2017-12-06,17.37966667,"PC"
"8869",2017-12-06,17.50633333,"PC"
"8870",2017-12-06,17.665,"PC"
"8871",2017-12-06,17.79166667,"PC"
"8872",2017-12-06,17.82333333,"PC"
"8873",2017-12-06,17.69633333,"PC"
"8874",2017-12-06,17.47466667,"PC"
"8875",2017-12-06,17.443,"PC"
"8876",2017-12-06,17.34766667,"PC"
"8877",2017-12-06,17.56966667,"PC"
"8878",2017-12-06,17.79166667,"PC"
"8879",2017-12-06,17.91866667,"PC"
"8880",2017-12-06,17.88666667,"PC"
"8881",2017-12-06,17.665,"PC"
"8882",2017-12-06,17.50633333,"PC"
"8883",2017-12-06,17.37933333,"PC"
"8884",2017-12-06,17.15733333,"PC"
"8885",2017-12-06,16.903,"PC"
"8886",2017-12-06,16.68066667,"PC"
"8887",2017-12-06,16.90333333,"PC"
"8888",2017-12-06,16.967,"PC"
"8889",2017-12-06,16.90333333,"PC"
"8890",2017-12-06,16.77633333,"PC"
"8891",2017-12-06,16.61766667,"PC"
"8892",2017-12-07,16.45933333,"PC"
"8893",2017-12-07,16.39533333,"PC"
"8894",2017-12-07,16.36366667,"PC"
"8895",2017-12-07,16.30033333,"PC"
"8896",2017-12-07,16.30033333,"PC"
"8897",2017-12-07,16.26833333,"PC"
"8898",2017-12-07,16.17333333,"PC"
"8899",2017-12-07,16.10966667,"PC"
"8900",2017-12-07,16.04566667,"PC"
"8901",2017-12-07,15.98233333,"PC"
"8902",2017-12-07,16.173,"PC"
"8903",2017-12-07,16.14133333,"PC"
"8904",2017-12-07,16.078,"PC"
"8905",2017-12-07,16.04633333,"PC"
"8906",2017-12-07,16.01433333,"PC"
"8907",2017-12-07,16.078,"PC"
"8908",2017-12-07,16.14133333,"PC"
"8909",2017-12-07,16.046,"PC"
"8910",2017-12-07,16.07766667,"PC"
"8911",2017-12-07,16.39533333,"PC"
"8912",2017-12-07,16.42733333,"PC"
"8913",2017-12-07,16.84,"PC"
"8914",2017-12-07,16.935,"PC"
"8915",2017-12-07,17.094,"PC"
"8916",2017-12-07,17.189,"PC"
"8917",2017-12-07,17.22066667,"PC"
"8918",2017-12-07,17.37933333,"PC"
"8919",2017-12-07,17.72833333,"PC"
"8920",2017-12-07,17.63333333,"PC"
"8921",2017-12-07,17.82333333,"PC"
"8922",2017-12-07,17.79166667,"PC"
"8923",2017-12-07,17.60133333,"PC"
"8924",2017-12-07,17.44266667,"PC"
"8925",2017-12-07,17.633,"PC"
"8926",2017-12-07,17.79133333,"PC"
"8927",2017-12-07,17.88666667,"PC"
"8928",2017-12-07,17.88666667,"PC"
"8929",2017-12-07,17.91833333,"PC"
"8930",2017-12-07,17.95,"PC"
"8931",2017-12-07,17.75966667,"PC"
"8932",2017-12-07,17.506,"PC"
"8933",2017-12-07,17.09366667,"PC"
"8934",2017-12-07,16.80766667,"PC"
"8935",2017-12-07,16.42666667,"PC"
"8936",2017-12-07,16.36266667,"PC"
"8937",2017-12-07,16.17266667,"PC"
"8938",2017-12-07,16.39566667,"PC"
"8939",2017-12-07,16.364,"PC"
"8940",2017-12-08,16.20466667,"PC"
"8941",2017-12-08,16.26833333,"PC"
"8942",2017-12-08,16.20466667,"PC"
"8943",2017-12-08,16.173,"PC"
"8944",2017-12-08,16.10966667,"PC"
"8945",2017-12-08,16.078,"PC"
"8946",2017-12-08,16.07766667,"PC"
"8947",2017-12-08,15.95066667,"PC"
"8948",2017-12-08,15.75966667,"PC"
"8949",2017-12-08,15.69633333,"PC"
"8950",2017-12-08,15.56866667,"PC"
"8951",2017-12-08,15.47333333,"PC"
"8952",2017-12-08,15.346,"PC"
"8953",2017-12-08,15.28233333,"PC"
"8954",2017-12-08,15.56866667,"PC"
"8955",2017-12-08,15.37766667,"PC"
"8956",2017-12-08,15.44133333,"PC"
"8957",2017-12-08,15.56866667,"PC"
"8958",2017-12-08,15.728,"PC"
"8959",2017-12-08,15.75966667,"PC"
"8960",2017-12-08,15.98233333,"PC"
"8961",2017-12-08,16.14133333,"PC"
"8962",2017-12-08,16.42733333,"PC"
"8963",2017-12-08,16.90333333,"PC"
"8964",2017-12-08,17.15733333,"PC"
"8965",2017-12-08,17.12566667,"PC"
"8966",2017-12-08,17.41133333,"PC"
"8967",2017-12-08,17.50633333,"PC"
"8968",2017-12-08,17.665,"PC"
"8969",2017-12-08,18.01333333,"PC"
"8970",2017-12-08,17.982,"PC"
"8971",2017-12-08,17.982,"PC"
"8972",2017-12-08,18.14033333,"PC"
"8973",2017-12-08,18.01366667,"PC"
"8974",2017-12-08,18.077,"PC"
"8975",2017-12-08,17.95,"PC"
"8976",2017-12-08,17.633,"PC"
"8977",2017-12-08,17.37933333,"PC"
"8978",2017-12-08,17.411,"PC"
"8979",2017-12-08,17.47433333,"PC"
"8980",2017-12-08,17.25233333,"PC"
"8981",2017-12-08,16.61733333,"PC"
"8982",2017-12-08,15.724,"PC"
"8983",2017-12-08,15.78766667,"PC"
"8984",2017-12-08,15.82133333,"PC"
"8985",2017-12-08,15.69466667,"PC"
"8986",2017-12-08,15.95,"PC"
"8987",2017-12-08,15.82266667,"PC"
"8988",2017-12-09,15.98133333,"PC"
"8989",2017-12-09,16.236,"PC"
"8990",2017-12-09,16.36366667,"PC"
"8991",2017-12-09,16.364,"PC"
"8992",2017-12-09,16.26833333,"PC"
"8993",2017-12-09,16.20466667,"PC"
"8994",2017-12-09,16.20466667,"PC"
"8995",2017-12-09,16.173,"PC"
"8996",2017-12-09,16.205,"PC"
"8997",2017-12-09,16.10966667,"PC"
"8998",2017-12-09,16.07766667,"PC"
"8999",2017-12-09,15.91866667,"PC"
"9000",2017-12-09,15.664,"PC"
"9001",2017-12-09,15.56866667,"PC"
"9002",2017-12-09,15.66433333,"PC"
"9003",2017-12-09,15.60066667,"PC"
"9004",2017-12-09,15.63233333,"PC"
"9005",2017-12-09,15.728,"PC"
"9006",2017-12-09,15.79133333,"PC"
"9007",2017-12-09,16.014,"PC"
"9008",2017-12-09,16.14133333,"PC"
"9009",2017-12-09,16.26833333,"PC"
"9010",2017-12-09,16.39566667,"PC"
"9011",2017-12-09,16.36366667,"PC"
"9012",2017-12-09,16.427,"PC"
"9013",2017-12-09,16.55466667,"PC"
"9014",2017-12-09,16.68133333,"PC"
"9015",2017-12-09,17.06233333,"PC"
"9016",2017-12-09,17.06233333,"PC"
"9017",2017-12-09,17.37933333,"PC"
"9018",2017-12-09,17.50633333,"PC"
"9019",2017-12-09,17.63333333,"PC"
"9020",2017-12-09,17.665,"PC"
"9021",2017-12-09,17.79166667,"PC"
"9022",2017-12-09,17.665,"PC"
"9023",2017-12-09,17.855,"PC"
"9024",2017-12-09,17.792,"PC"
"9025",2017-12-09,18.04533333,"PC"
"9026",2017-12-09,18.17233333,"PC"
"9027",2017-12-09,18.04533333,"PC"
"9028",2017-12-09,17.982,"PC"
"9029",2017-12-09,17.63333333,"PC"
"9030",2017-12-09,17.44266667,"PC"
"9031",2017-12-09,17.15666667,"PC"
"9032",2017-12-09,16.71166667,"PC"
"9033",2017-12-09,16.45733333,"PC"
"9034",2017-12-09,16.52133333,"PC"
"9035",2017-12-09,16.42633333,"PC"
"9036",2017-12-10,16.42666667,"PC"
"9037",2017-12-10,16.39533333,"PC"
"9038",2017-12-10,16.30033333,"PC"
"9039",2017-12-10,16.17333333,"PC"
"9040",2017-12-10,16.23633333,"PC"
"9041",2017-12-10,16.10966667,"PC"
"9042",2017-12-10,16.078,"PC"
"9043",2017-12-10,16.04633333,"PC"
"9044",2017-12-10,16.046,"PC"
"9045",2017-12-10,15.98233333,"PC"
"9046",2017-12-10,15.919,"PC"
"9047",2017-12-10,15.82333333,"PC"
"9048",2017-12-10,15.69633333,"PC"
"9049",2017-12-10,15.728,"PC"
"9050",2017-12-10,15.75966667,"PC"
"9051",2017-12-10,15.79133333,"PC"
"9052",2017-12-10,15.91866667,"PC"
"9053",2017-12-10,16.332,"PC"
"9054",2017-12-10,16.55466667,"PC"
"9055",2017-12-10,16.713,"PC"
"9056",2017-12-10,16.87166667,"PC"
"9057",2017-12-10,17.34766667,"PC"
"9058",2017-12-10,17.79133333,"PC"
"9059",2017-12-10,18.204,"PC"
"9060",2017-12-10,18.33033333,"PC"
"9061",2017-12-10,18.36233333,"PC"
"9062",2017-12-10,18.299,"PC"
"9063",2017-12-10,18.10866667,"PC"
"9064",2017-12-10,18.204,"PC"
"9065",2017-12-10,18.426,"PC"
"9066",2017-12-10,18.23566667,"PC"
"9067",2017-12-10,18.33066667,"PC"
"9068",2017-12-10,18.33066667,"PC"
"9069",2017-12-10,18.42566667,"PC"
"9070",2017-12-10,18.77433333,"PC"
"9071",2017-12-10,18.58466667,"PC"
"9072",2017-12-10,18.42566667,"PC"
"9073",2017-12-10,18.45733333,"PC"
"9074",2017-12-10,18.67933333,"PC"
"9075",2017-12-10,19.06,"PC"
"9076",2017-12-10,19.31333333,"PC"
"9077",2017-12-10,19.472,"PC"
"9078",2017-12-10,19.18633333,"PC"
"9079",2017-12-10,18.77466667,"PC"
"9080",2017-12-10,18.45766667,"PC"
"9081",2017-12-10,18.23533333,"PC"
"9082",2017-12-10,17.95033333,"PC"
"9083",2017-12-10,17.79133333,"PC"
"9084",2017-12-11,17.69633333,"PC"
"9085",2017-12-11,17.72833333,"PC"
"9086",2017-12-11,17.79166667,"PC"
"9087",2017-12-11,17.50633333,"PC"
"9088",2017-12-11,16.90333333,"PC"
"9089",2017-12-11,16.90333333,"PC"
"9090",2017-12-11,16.74466667,"PC"
"9091",2017-12-11,16.55433333,"PC"
"9092",2017-12-11,16.45933333,"PC"
"9093",2017-12-11,16.42733333,"PC"
"9094",2017-12-11,16.42733333,"PC"
"9095",2017-12-11,16.39566667,"PC"
"9096",2017-12-11,16.39566667,"PC"
"9097",2017-12-11,16.36366667,"PC"
"9098",2017-12-11,16.36366667,"PC"
"9099",2017-12-11,16.39533333,"PC"
"9100",2017-12-11,16.45866667,"PC"
"9101",2017-12-11,16.554,"PC"
"9102",2017-12-11,16.74466667,"PC"
"9103",2017-12-11,16.967,"PC"
"9104",2017-12-11,17.09366667,"PC"
"9105",2017-12-11,17.189,"PC"
"9106",2017-12-11,17.25233333,"PC"
"9107",2017-12-11,17.41133333,"PC"
"9108",2017-12-11,17.72833333,"PC"
"9109",2017-12-11,18.045,"PC"
"9110",2017-12-11,18.14033333,"PC"
"9111",2017-12-11,17.91866667,"PC"
"9112",2017-12-11,18.33033333,"PC"
"9113",2017-12-11,18.299,"PC"
"9114",2017-12-11,18.521,"PC"
"9115",2017-12-11,18.64766667,"PC"
"9116",2017-12-11,18.711,"PC"
"9117",2017-12-11,18.90133333,"PC"
"9118",2017-12-11,19.18666667,"PC"
"9119",2017-12-11,20.01333333,"PC"
"9120",2017-12-11,19.82166667,"PC"
"9121",2017-12-11,19.91666667,"PC"
"9122",2017-12-11,19.377,"PC"
"9123",2017-12-11,18.838,"PC"
"9124",2017-12-11,18.77433333,"PC"
"9125",2017-12-11,18.90133333,"PC"
"9126",2017-12-11,18.838,"PC"
"9127",2017-12-11,18.67933333,"PC"
"9128",2017-12-11,18.616,"PC"
"9129",2017-12-11,18.616,"PC"
"9130",2017-12-11,18.55266667,"PC"
"9131",2017-12-11,18.45766667,"PC"
"9132",2017-12-12,18.426,"PC"
"9133",2017-12-12,18.267,"PC"
"9134",2017-12-12,18.267,"PC"
"9135",2017-12-12,18.45733333,"PC"
"9136",2017-12-12,18.584,"PC"
"9137",2017-12-12,18.14033333,"PC"
"9138",2017-12-12,17.66466667,"PC"
"9139",2017-12-12,17.44266667,"PC"
"9140",2017-12-12,17.15733333,"PC"
"9141",2017-12-12,16.90333333,"PC"
"9142",2017-12-12,16.77633333,"PC"
"9143",2017-12-12,16.74466667,"PC"
"9144",2017-12-12,16.68133333,"PC"
"9145",2017-12-12,16.713,"PC"
"9146",2017-12-12,16.68133333,"PC"
"9147",2017-12-12,16.808,"PC"
"9148",2017-12-12,17.09366667,"PC"
"9149",2017-12-12,17.56966667,"PC"
"9150",2017-12-12,18.10866667,"PC"
"9151",2017-12-12,18.67933333,"PC"
"9152",2017-12-12,19.028,"PC"
"9153",2017-12-12,19.34533333,"PC"
"9154",2017-12-12,19.694,"PC"
"9155",2017-12-12,20.04333333,"PC"
"9156",2017-12-12,20.55133333,"PC"
"9157",2017-12-12,21.47333333,"PC"
"9158",2017-12-12,21.47366667,"PC"
"9159",2017-12-12,21.633,"PC"
"9160",2017-12-12,21.824,"PC"
"9161",2017-12-12,21.792,"PC"
"9162",2017-12-12,21.76,"PC"
"9163",2017-12-12,21.665,"PC"
"9164",2017-12-12,21.697,"PC"
"9165",2017-12-12,21.25266667,"PC"
"9166",2017-12-12,21.06233333,"PC"
"9167",2017-12-12,20.903,"PC"
"9168",2017-12-12,20.648,"PC"
"9169",2017-12-12,20.61633333,"PC"
"9170",2017-12-12,21.25233333,"PC"
"9171",2017-12-12,21.44233333,"PC"
"9172",2017-12-12,21.60366667,"PC"
"9173",2017-12-12,21.47333333,"PC"
"9174",2017-12-12,21.21866667,"PC"
"9175",2017-12-12,21.09133333,"PC"
"9176",2017-12-12,20.869,"PC"
"9177",2017-12-12,20.51966667,"PC"
"9178",2017-12-12,20.26533333,"PC"
"9179",2017-12-12,20.13833333,"PC"
"9180",2017-12-13,19.88466667,"PC"
"9181",2017-12-13,19.726,"PC"
"9182",2017-12-13,19.631,"PC"
"9183",2017-12-13,19.40866667,"PC"
"9184",2017-12-13,19.91633333,"PC"
"9185",2017-12-13,19.85266667,"PC"
"9186",2017-12-13,19.66233333,"PC"
"9187",2017-12-13,18.67933333,"PC"
"9188",2017-12-13,18.489,"PC"
"9189",2017-12-13,18.23566667,"PC"
"9190",2017-12-13,17.82333333,"PC"
"9191",2017-12-13,17.50633333,"PC"
"9192",2017-12-13,17.443,"PC"
"9193",2017-12-13,17.41133333,"PC"
"9194",2017-12-13,17.47466667,"PC"
"9195",2017-12-13,17.69666667,"PC"
"9196",2017-12-13,17.85533333,"PC"
"9197",2017-12-13,18.077,"PC"
"9198",2017-12-13,18.29866667,"PC"
"9199",2017-12-13,18.90133333,"PC"
"9200",2017-12-13,19.50366667,"PC"
"9201",2017-12-13,20.01166667,"PC"
"9202",2017-12-13,20.17,"PC"
"9203",2017-12-13,20.17,"PC"
"9204",2017-12-13,20.20166667,"PC"
"9205",2017-12-13,20.551,"PC"
"9206",2017-12-13,20.93233333,"PC"
"9207",2017-12-13,21.219,"PC"
"9208",2017-12-13,21.09133333,"PC"
"9209",2017-12-13,21.25066667,"PC"
"9210",2017-12-13,21.28233333,"PC"
"9211",2017-12-13,21.18666667,"PC"
"9212",2017-12-13,20.96433333,"PC"
"9213",2017-12-13,20.90066667,"PC"
"9214",2017-12-13,20.86933333,"PC"
"9215",2017-12-13,20.58366667,"PC"
"9216",2017-12-13,20.07566667,"PC"
"9217",2017-12-13,19.91666667,"PC"
"9218",2017-12-13,20.01233333,"PC"
"9219",2017-12-13,20.012,"PC"
"9220",2017-12-13,20.107,"PC"
"9221",2017-12-13,20.361,"PC"
"9222",2017-12-13,20.36066667,"PC"
"9223",2017-12-13,20.26533333,"PC"
"9224",2017-12-13,20.48766667,"PC"
"9225",2017-12-13,20.51933333,"PC"
"9226",2017-12-13,20.329,"PC"
"9227",2017-12-13,20.26533333,"PC"
"9228",2017-12-14,19.98,"PC"
"9229",2017-12-14,19.91633333,"PC"
"9230",2017-12-14,19.91633333,"PC"
"9231",2017-12-14,20.075,"PC"
"9232",2017-12-14,20.01133333,"PC"
"9233",2017-12-14,19.726,"PC"
"9234",2017-12-14,19.504,"PC"
"9235",2017-12-14,19.028,"PC"
"9236",2017-12-14,18.74266667,"PC"
"9237",2017-12-14,18.521,"PC"
"9238",2017-12-14,18.109,"PC"
"9239",2017-12-14,17.72833333,"PC"
"9240",2017-12-14,17.47433333,"PC"
"9241",2017-12-14,17.44266667,"PC"
"9242",2017-12-14,17.37933333,"PC"
"9243",2017-12-14,17.411,"PC"
"9244",2017-12-14,17.538,"PC"
"9245",2017-12-14,17.79133333,"PC"
"9246",2017-12-14,18.04566667,"PC"
"9247",2017-12-14,18.204,"PC"
"9248",2017-12-14,18.743,"PC"
"9249",2017-12-14,19.409,"PC"
"9250",2017-12-14,20.29733333,"PC"
"9251",2017-12-14,20.99633333,"PC"
"9252",2017-12-14,21.314,"PC"
"9253",2017-12-14,21.44166667,"PC"
"9254",2017-12-14,21.66466667,"PC"
"9255",2017-12-14,22.143,"PC"
"9256",2017-12-14,22.36633333,"PC"
"9257",2017-12-14,22.49366667,"PC"
"9258",2017-12-14,22.62133333,"PC"
"9259",2017-12-14,22.49366667,"PC"
"9260",2017-12-14,22.74866667,"PC"
"9261",2017-12-14,22.23766667,"PC"
"9262",2017-12-14,22.26966667,"PC"
"9263",2017-12-14,21.88733333,"PC"
"9264",2017-12-14,21.664,"PC"
"9265",2017-12-14,21.15533333,"PC"
"9266",2017-12-14,20.80633333,"PC"
"9267",2017-12-14,20.67966667,"PC"
"9268",2017-12-14,20.107,"PC"
"9269",2017-12-14,20.32966667,"PC"
"9270",2017-12-14,20.837,"PC"
"9271",2017-12-14,20.93233333,"PC"
"9272",2017-12-14,20.869,"PC"
"9273",2017-12-14,20.67833333,"PC"
"9274",2017-12-14,20.51933333,"PC"
"9275",2017-12-14,20.55133333,"PC"
"9276",2017-12-15,20.51933333,"PC"
"9277",2017-12-15,20.456,"PC"
"9278",2017-12-15,20.234,"PC"
"9279",2017-12-15,19.853,"PC"
"9280",2017-12-15,19.56766667,"PC"
"9281",2017-12-15,19.25,"PC"
"9282",2017-12-15,18.67933333,"PC"
"9283",2017-12-15,18.42566667,"PC"
"9284",2017-12-15,18.20366667,"PC"
"9285",2017-12-15,17.633,"PC"
"9286",2017-12-15,17.316,"PC"
"9287",2017-12-15,17.12566667,"PC"
"9288",2017-12-15,17.094,"PC"
"9289",2017-12-15,17.03033333,"PC"
"9290",2017-12-15,16.87166667,"PC"
"9291",2017-12-15,16.87166667,"PC"
"9292",2017-12-15,16.967,"PC"
"9293",2017-12-15,17.03033333,"PC"
"9294",2017-12-15,17.316,"PC"
"9295",2017-12-15,17.88666667,"PC"
"9296",2017-12-15,18.806,"PC"
"9297",2017-12-15,18.521,"PC"
"9298",2017-12-15,19.09133333,"PC"
"9299",2017-12-15,19.31366667,"PC"
"9300",2017-12-15,19.66266667,"PC"
"9301",2017-12-15,19.85266667,"PC"
"9302",2017-12-15,20.26533333,"PC"
"9303",2017-12-15,20.39266667,"PC"
"9304",2017-12-15,20.80566667,"PC"
"9305",2017-12-15,21.21933333,"PC"
"9306",2017-12-15,21.95133333,"PC"
"9307",2017-12-15,22.23833333,"PC"
"9308",2017-12-15,21.98366667,"PC"
"9309",2017-12-15,22.30266667,"PC"
"9310",2017-12-15,22.334,"PC"
"9311",2017-12-15,22.33366667,"PC"
"9312",2017-12-15,21.88766667,"PC"
"9313",2017-12-15,21.79233333,"PC"
"9314",2017-12-15,21.56966667,"PC"
"9315",2017-12-15,20.55366667,"PC"
"9316",2017-12-15,20.07666667,"PC"
"9317",2017-12-15,19.886,"PC"
"9318",2017-12-15,19.759,"PC"
"9319",2017-12-15,19.85366667,"PC"
"9320",2017-12-15,19.91733333,"PC"
"9321",2017-12-15,20.17133333,"PC"
"9322",2017-12-15,20.266,"PC"
"9323",2017-12-15,20.32966667,"PC"
"9324",2017-12-16,20.71033333,"PC"
"9325",2017-12-16,20.488,"PC"
"9326",2017-12-16,20.29733333,"PC"
"9327",2017-12-16,20.36066667,"PC"
"9328",2017-12-16,19.94833333,"PC"
"9329",2017-12-16,19.63066667,"PC"
"9330",2017-12-16,19.34566667,"PC"
"9331",2017-12-16,18.933,"PC"
"9332",2017-12-16,18.711,"PC"
"9333",2017-12-16,18.36233333,"PC"
"9334",2017-12-16,17.95,"PC"
"9335",2017-12-16,17.60166667,"PC"
"9336",2017-12-16,17.443,"PC"
"9337",2017-12-16,17.44266667,"PC"
"9338",2017-12-16,17.37933333,"PC"
"9339",2017-12-16,17.31566667,"PC"
"9340",2017-12-16,17.41133333,"PC"
"9341",2017-12-16,17.50633333,"PC"
"9342",2017-12-16,17.88666667,"PC"
"9343",2017-12-16,18.26733333,"PC"
"9344",2017-12-16,18.299,"PC"
"9345",2017-12-16,18.58466667,"PC"
"9346",2017-12-16,18.99633333,"PC"
"9347",2017-12-16,19.44033333,"PC"
"9348",2017-12-16,19.78933333,"PC"
"9349",2017-12-16,19.88466667,"PC"
"9350",2017-12-16,20.107,"PC"
"9351",2017-12-16,20.043,"PC"
"9352",2017-12-16,19.916,"PC"
"9353",2017-12-16,20.13866667,"PC"
"9354",2017-12-16,20.17033333,"PC"
"9355",2017-12-16,20.39266667,"PC"
"9356",2017-12-16,20.424,"PC"
"9357",2017-12-16,20.55133333,"PC"
"9358",2017-12-16,20.742,"PC"
"9359",2017-12-16,20.678,"PC"
"9360",2017-12-16,20.551,"PC"
"9361",2017-12-16,20.29733333,"PC"
"9362",2017-12-16,20.17,"PC"
"9363",2017-12-16,19.948,"PC"
"9364",2017-12-16,19.06,"PC"
"9365",2017-12-16,18.616,"PC"
"9366",2017-12-16,18.42566667,"PC"
"9367",2017-12-16,18.26733333,"PC"
"9368",2017-12-16,18.23566667,"PC"
"9369",2017-12-16,18.109,"PC"
"9370",2017-12-16,18.04533333,"PC"
"9371",2017-12-16,18.01366667,"PC"
"9372",2017-12-17,18.33066667,"PC"
"9373",2017-12-17,18.36233333,"PC"
"9374",2017-12-17,18.267,"PC"
"9375",2017-12-17,17.982,"PC"
"9376",2017-12-17,17.95033333,"PC"
"9377",2017-12-17,17.82333333,"PC"
"9378",2017-12-17,17.66466667,"PC"
"9379",2017-12-17,17.379,"PC"
"9380",2017-12-17,17.34733333,"PC"
"9381",2017-12-17,17.284,"PC"
"9382",2017-12-17,17.062,"PC"
"9383",2017-12-17,16.808,"PC"
"9384",2017-12-17,16.77633333,"PC"
"9385",2017-12-17,16.68133333,"PC"
"9386",2017-12-17,16.84,"PC"
"9387",2017-12-17,16.935,"PC"
"9388",2017-12-17,16.99833333,"PC"
"9389",2017-12-17,17.062,"PC"
"9390",2017-12-17,17.189,"PC"
"9391",2017-12-17,17.411,"PC"
"9392",2017-12-17,17.72833333,"PC"
"9393",2017-12-17,17.98166667,"PC"
"9394",2017-12-17,18.172,"PC"
"9395",2017-12-17,18.64766667,"PC"
"9396",2017-12-17,18.74266667,"PC"
"9397",2017-12-17,19.25,"PC"
"9398",2017-12-17,19.88466667,"PC"
"9399",2017-12-17,20.297,"PC"
"9400",2017-12-17,20.58333333,"PC"
"9401",2017-12-17,20.83766667,"PC"
"9402",2017-12-17,21.315,"PC"
"9403",2017-12-17,21.37866667,"PC"
"9404",2017-12-17,21.57,"PC"
"9405",2017-12-17,21.889,"PC"
"9406",2017-12-17,22.01566667,"PC"
"9407",2017-12-17,22.20733333,"PC"
"9408",2017-12-17,22.14333333,"PC"
"9409",2017-12-17,21.91966667,"PC"
"9410",2017-12-17,21.50533333,"PC"
"9411",2017-12-17,21.28233333,"PC"
"9412",2017-12-17,20.96433333,"PC"
"9413",2017-12-17,20.07533333,"PC"
"9414",2017-12-17,19.21866667,"PC"
"9415",2017-12-17,18.86966667,"PC"
"9416",2017-12-17,18.616,"PC"
"9417",2017-12-17,18.394,"PC"
"9418",2017-12-17,18.20366667,"PC"
"9419",2017-12-17,18.33066667,"PC"
"9420",2017-12-18,18.23566667,"PC"
"9421",2017-12-18,18.14066667,"PC"
"9422",2017-12-18,18.36233333,"PC"
"9423",2017-12-18,17.823,"PC"
"9424",2017-12-18,17.855,"PC"
"9425",2017-12-18,17.887,"PC"
"9426",2017-12-18,18.14033333,"PC"
"9427",2017-12-18,17.79166667,"PC"
"9428",2017-12-18,17.72833333,"PC"
"9429",2017-12-18,17.094,"PC"
"9430",2017-12-18,16.84,"PC"
"9431",2017-12-18,16.84,"PC"
"9432",2017-12-18,16.90333333,"PC"
"9433",2017-12-18,16.99866667,"PC"
"9434",2017-12-18,17.09366667,"PC"
"9435",2017-12-18,17.316,"PC"
"9436",2017-12-18,17.47433333,"PC"
"9437",2017-12-18,17.56966667,"PC"
"9438",2017-12-18,17.69666667,"PC"
"9439",2017-12-18,17.79166667,"PC"
"9440",2017-12-18,18.14033333,"PC"
"9441",2017-12-18,18.10866667,"PC"
"9442",2017-12-18,18.45766667,"PC"
"9443",2017-12-18,19.06,"PC"
"9444",2017-12-18,19.40866667,"PC"
"9445",2017-12-18,19.853,"PC"
"9446",2017-12-18,20.26566667,"PC"
"9447",2017-12-18,20.61466667,"PC"
"9448",2017-12-18,20.74166667,"PC"
"9449",2017-12-18,21.028,"PC"
"9450",2017-12-18,21.31466667,"PC"
"9451",2017-12-18,21.761,"PC"
"9452",2017-12-18,21.95266667,"PC"
"9453",2017-12-18,22.08,"PC"
"9454",2017-12-18,22.20766667,"PC"
"9455",2017-12-18,22.207,"PC"
"9456",2017-12-18,22.58933333,"PC"
"9457",2017-12-18,22.23866667,"PC"
"9458",2017-12-18,22.33366667,"PC"
"9459",2017-12-18,22.14266667,"PC"
"9460",2017-12-18,21.919,"PC"
"9461",2017-12-18,21.85533333,"PC"
"9462",2017-12-18,20.74233333,"PC"
"9463",2017-12-18,20.01233333,"PC"
"9464",2017-12-18,19.822,"PC"
"9465",2017-12-18,19.50466667,"PC"
"9466",2017-12-18,19.09166667,"PC"
"9467",2017-12-18,19.09166667,"PC"
"9468",2017-12-19,19.155,"PC"
"9469",2017-12-19,19.282,"PC"
"9470",2017-12-19,19.25033333,"PC"
"9471",2017-12-19,19.21866667,"PC"
"9472",2017-12-19,19.028,"PC"
"9473",2017-12-19,18.77466667,"PC"
"9474",2017-12-19,18.55233333,"PC"
"9475",2017-12-19,18.90166667,"PC"
"9476",2017-12-19,19.06,"PC"
"9477",2017-12-19,19.09166667,"PC"
"9478",2017-12-19,18.616,"PC"
"9479",2017-12-19,18.077,"PC"
"9480",2017-12-19,17.79166667,"PC"
"9481",2017-12-19,17.91833333,"PC"
"9482",2017-12-19,17.95,"PC"
"9483",2017-12-19,17.88666667,"PC"
"9484",2017-12-19,17.82333333,"PC"
"9485",2017-12-19,17.95,"PC"
"9486",2017-12-19,17.98166667,"PC"
"9487",2017-12-19,18.01333333,"PC"
"9488",2017-12-19,18.10833333,"PC"
"9489",2017-12-19,18.204,"PC"
"9490",2017-12-19,18.23566667,"PC"
"9491",2017-12-19,18.426,"PC"
"9492",2017-12-19,18.64766667,"PC"
"9493",2017-12-19,18.90133333,"PC"
"9494",2017-12-19,19.504,"PC"
"9495",2017-12-19,19.504,"PC"
"9496",2017-12-19,19.82133333,"PC"
"9497",2017-12-19,20.10666667,"PC"
"9498",2017-12-19,20.48766667,"PC"
"9499",2017-12-19,21.05966667,"PC"
"9500",2017-12-19,21.37766667,"PC"
"9501",2017-12-19,22.047,"PC"
"9502",2017-12-19,22.68566667,"PC"
"9503",2017-12-19,23.19833333,"PC"
"9504",2017-12-19,23.06866667,"PC"
"9505",2017-12-19,22.46166667,"PC"
"9506",2017-12-19,22.23766667,"PC"
